lotnum,ytotal,y1,y2,y3,y4,y5,y6,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
Lot866,25,0,6,4,5,8,2,B,B2,E3,B4,B5,B6,C7,B8,A9,B10
Lot867,28,5,15,3,0,4,1,A,A2,E3,B4,A5,C6,A7,B8,A9,B10
Lot868,43,2,23,2,0,9,7,A,A2,E3,B4,A5,C6,B7,B8,A9,B10
Lot869,15,7,5,0,0,2,1,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot870,26,2,13,3,0,7,1,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot871,15,7,3,2,0,1,2,A,A2,A3,B4,C5,B6,A7,B8,B9,B10
Lot872,31,17,9,2,0,2,1,A,A2,E3,B4,A5,C6,B7,B8,A9,B10
Lot873,29,6,11,2,0,8,2,B,B2,E3,B4,A5,C6,C7,B8,A9,B10
Lot874,30,11,10,1,0,2,6,A,A2,A3,B4,C5,B6,A7,B8,B9,B10
Lot875,37,26,8,0,0,1,2,A,A2,E3,B4,B5,B6,A7,B8,A9,B10
Lot876,22,3,12,3,0,1,3,A,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot877,15,6,7,0,0,2,0,A,A2,E3,B4,B5,B6,A7,B8,A9,B10
Lot878,32,19,4,0,0,5,4,B,A2,E3,B4,B5,B6,A7,B8,A9,B10
Lot879,36,0,9,7,11,2,7,B,B2,A3,B4,C5,C6,B7,B8,A9,B10
Lot880,31,0,8,3,8,7,5,B,B2,A3,B4,C5,C6,B7,B8,A9,B10
Lot881,36,9,11,4,0,6,6,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot882,29,7,11,1,0,4,6,A,A2,E3,B4,A5,B6,B7,B8,A9,B10
Lot883,47,3,24,3,0,9,8,B,A2,E3,A4,A5,B6,A7,B8,A9,B10
Lot884,18,6,8,0,0,1,3,A,A2,E3,B4,C5,B6,B7,B8,B9,B10
Lot885,23,0,11,8,0,3,1,B,B2,E3,B4,A5,B6,A7,B8,A9,B10
Lot886,29,10,11,0,0,4,4,B,B2,E3,B4,B5,B6,A7,B8,A9,B10
Lot887,13,0,7,3,0,1,2,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot888,29,11,15,0,0,2,1,B,B2,E3,B4,C5,B6,A7,B8,A9,B10
Lot889,9,0,6,0,0,1,2,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot890,27,14,10,0,0,1,2,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot891,17,0,10,2,3,0,2,A,A2,E3,B4,C5,B6,A7,B8,A9,B10
Lot892,18,5,11,0,0,0,2,B,B2,E3,B4,C5,B6,C7,B8,B9,B10
Lot893,12,5,6,0,0,0,1,B,A2,E3,B4,B5,C6,C7,B8,B9,B10
Lot894,18,3,11,0,0,1,3,A,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot895,60,0,28,5,11,8,8,A,B2,E3,B4,C5,B6,B7,B8,B9,B10
Lot896,34,8,18,1,0,3,4,A,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot897,22,6,6,0,0,1,9,A,A2,E3,B4,C5,B6,C7,B8,A9,B10
Lot898,14,3,6,0,0,0,5,A,A2,E3,B4,B5,C6,C7,B8,B9,B10
Lot899,30,0,7,6,3,5,9,A,A2,E3,B4,C5,B6,B7,B8,A9,B10
Lot900,26,7,9,3,0,2,5,B,A2,E3,B4,B5,C6,A7,B8,B9,B10
Lot901,35,0,17,8,3,2,5,A,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot902,19,0,13,2,1,0,3,A,B2,E3,B4,C5,B6,B7,B8,B9,B10
Lot903,29,6,15,3,0,0,5,A,B2,E3,B4,C5,B6,C7,B8,B9,B10
Lot904,22,0,19,0,2,0,1,A,A2,A3,A4,C5,B6,C7,B8,A9,B10
Lot905,36,0,29,1,4,1,1,A,A2,A3,A4,C5,B6,B7,B8,A9,B10
Lot906,19,4,10,2,0,2,1,B,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot907,21,0,11,0,6,0,4,A,A2,A3,A4,C5,B6,B7,B8,A9,B10
Lot908,39,0,15,4,1,1,18,A,A2,A3,A4,C5,B6,B7,B8,A9,B10
Lot909,31,4,9,8,0,3,7,A,A2,E3,B4,A5,B6,B7,A8,C9,A10
Lot910,30,4,20,1,0,0,5,A,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot911,42,15,16,1,0,1,9,A,A2,E3,B4,A5,B6,B7,B8,C9,A10
Lot912,30,4,8,2,0,1,15,A,A2,A3,B4,C5,B6,C7,B8,A9,B10
Lot913,36,12,12,3,0,6,3,A,A2,A3,B4,A5,B6,A7,B8,A9,B10
Lot914,32,4,22,4,0,0,2,A,A2,A3,B4,A5,B6,A7,B8,A9,B10
Lot915,29,7,20,0,0,1,1,B,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot916,16,5,6,1,0,2,2,A,A2,A3,A4,C5,B6,B7,B8,A9,B10
Lot917,36,16,7,3,0,4,6,A,A2,E3,B4,A5,B6,B7,B8,C9,A10
Lot918,31,15,8,4,0,2,2,A,A2,E3,B4,C5,B6,C7,B8,B9,B10
Lot919,44,21,3,1,0,13,6,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot920,12,5,3,0,0,3,1,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot921,26,20,5,0,0,0,1,B,B2,E3,B4,C5,B6,C7,B8,A9,B10
Lot922,64,27,14,5,0,11,7,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot923,30,12,6,1,0,5,6,A,A2,A3,B4,C5,B6,C7,B8,A9,B10
Lot924,30,1,10,0,0,6,13,A,A2,A3,B4,C5,B6,B7,B8,A9,B10
Lot925,19,3,7,1,0,0,8,A,A2,A3,B4,C5,B6,C7,B8,A9,B10
Lot926,18,6,7,0,0,5,0,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot927,44,28,0,16,0,0,0,A,A2,A3,B4,C5,B6,C7,B8,A9,B10
Lot928,37,8,16,1,0,1,11,A,A2,E3,B4,A5,B6,B7,B8,C9,A10
Lot929,28,3,7,0,0,10,8,A,A2,A3,B4,C5,B6,B7,B8,A9,B10
Lot930,31,10,12,0,0,0,9,B,A2,A3,B4,A5,B6,A7,B8,C9,A10
Lot931,32,8,18,2,0,0,4,A,A2,A3,B4,C5,B6,C7,B8,A9,B10
Lot932,43,13,17,3,0,2,8,A,A2,E3,B4,A5,B6,C7,B8,C9,A10
Lot933,41,9,15,4,0,4,9,B,A2,A3,B4,B5,B6,A7,B8,A9,B10
Lot934,8,3,1,0,1,0,3,B,B2,E3,B4,C5,B6,C7,B8,A9,B10
Lot935,24,9,1,1,0,10,3,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot936,25,7,12,0,0,3,3,A,A2,E3,B4,A5,B6,C7,B8,A9,B10
Lot937,17,1,8,1,0,3,4,A,A2,A3,B4,C5,B6,B7,B8,A9,B10
Lot938,21,9,1,1,0,5,5,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot939,36,14,10,2,0,4,6,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot940,44,16,9,3,0,1,15,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot941,28,8,10,1,0,3,6,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot942,62,30,7,6,0,13,6,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot943,29,3,14,1,0,5,6,A,A2,A3,B4,C5,B6,B7,B8,A9,B10
Lot944,39,20,3,3,0,8,5,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot945,21,4,13,1,0,3,0,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot946,68,33,23,6,0,1,5,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot947,31,3,10,1,0,11,6,A,A2,A3,B4,C5,B6,A7,B8,A9,B10
Lot948,77,37,17,9,0,5,9,A,A2,E3,B4,A5,B6,C7,B8,A9,B10
Lot949,60,29,18,2,0,7,4,A,B2,A3,B4,A5,B6,B7,B8,A9,B10
Lot950,17,8,3,3,0,2,1,B,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot951,67,28,24,1,0,8,6,A,A2,A3,B4,A5,B6,A7,B8,A9,B10
Lot952,25,13,8,1,0,1,2,A,A2,E3,B4,B5,B6,A7,B8,A9,B10
Lot953,21,14,1,1,0,1,4,A,A2,E3,B4,A5,B6,A7,B8,A9,B10
Lot954,35,13,2,3,0,16,1,B,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot955,46,10,19,3,0,8,6,C,B2,E3,B4,B5,B6,A7,B8,A9,B10
Lot956,40,19,11,1,0,7,2,A,A2,A3,B4,A5,B6,B7,B8,A9,B10
Lot957,45,25,12,1,0,4,3,A,B2,A3,B4,A5,B6,A7,B8,A9,B10
Lot958,38,11,7,6,1,7,6,B,B2,E3,B4,C5,B6,B7,B8,A9,B10
Lot959,16,6,2,2,0,1,5,B,A2,E3,B4,A5,B6,C7,B8,A9,B10
Lot960,78,31,19,4,0,9,15,A,A2,A3,B4,A5,B6,A7,B8,A9,B10
